name,id,nametype,recclass,mass_grams,fall,year,reclat,reclong,geolocation,geometry,state_abbrev,state,county,country,elevation
Carbo,5266,Valid,"Iron, IID",454000.0,Found,1923,29.66667,-111.5,"(29.66667, -111.5)",POINT (-111.5 29.66667),None_Found,Sonora,Hermosillo,México,0.0
Cargo Muchacho Mountains,50912,Valid,CO3,2860.0,Found,2000,32.91745,-114.767183,"(32.91745, -114.767183)",POINT (-114.767183 32.91745),None_Found,California,,United States,0.0
Carichic,5270,Valid,H5,17000.0,Found,1983,27.933329999999998,-107.05,"(27.93333, -107.05)",POINT (-107.05 27.93333),None_Found,Chihuahua,Carichí,México,0.0
Carlton,5277,Valid,"Iron, IAB-sLM",81200.0,Found,1887,31.91667,-98.03333,"(31.91667, -98.03333)",POINT (-98.03333 31.91667),None_Found,Texas,Hamilton County,United States,0.0
Carnegie,5278,Valid,L6,132700.0,Found,1963,35.16667,-98.64389,"(35.16667, -98.64389)",POINT (-98.64389 35.16667),None_Found,Oklahoma,Washita County,United States,0.0
Carthage,5282,Valid,"Iron, IIIAB",127000.0,Found,1840,36.26667,-85.98333000000001,"(36.26667, -85.98333)",POINT (-85.98333 36.26667),None_Found,Tennessee,Smith County,United States,0.0
Carver,5284,Valid,"Iron, IIAB",94000.0,Found,1935,32.0,-86.0,"(32.0, -86.0)",POINT (-86 32),None_Found,Alabama,Montgomery County,United States,0.0
Casas Grandes,5285,Valid,"Iron, IIIAB",1545000.0,Found,1867,30.4,-107.8,"(30.4, -107.8)",POINT (-107.8 30.4),None_Found,Chihuahua,Nuevo Casas Grandes,México,0.0
Casey County,5286,Valid,"Iron, IAB-MG",723.0,Found,1877,37.25,-85.0,"(37.25, -85.0)",POINT (-85 37.25),None_Found,Kentucky,Casey County,United States,0.0
Cashion,5287,Valid,H4,5896.8,Found,1936,35.84778,-97.70333000000001,"(35.84778, -97.70333)",POINT (-97.70333 35.84778),None_Found,Oklahoma,Kingfisher County,United States,0.0
Cat Mountain,5297,Valid,L5,2700.0,Found,1981,32.14833,-111.11166999999999,"(32.14833, -111.11167)",POINT (-111.11167 32.14833),None_Found,Arizona,Pima County,United States,0.0
Catherwood,5298,Valid,L6,3920.0,Found,1965,51.965,-107.43833000000001,"(51.965, -107.43833)",POINT (-107.43833 51.965),None_Found,Saskatchewan,Division No. 12,Canada,0.0
Cave Creek,5299,Valid,H4,1492.0,Found,1992,31.7045,-110.77917,"(31.7045, -110.77917)",POINT (-110.77917 31.7045),None_Found,Arizona,Santa Cruz County,United States,0.0
Cavour,5300,Valid,H6,26210.0,Found,1938,44.221494,-98.05919200000001,"(44.221494, -98.059192)",POINT (-98.059192 44.221494),None_Found,South Dakota,Beadle County,United States,0.0
Cedar (Kansas),5302,Valid,H6,4900.0,Found,1937,39.7,-98.98333000000001,"(39.7, -98.98333)",POINT (-98.98333 39.7),None_Found,Kansas,Smith County,United States,0.0
Cedar (Texas),5303,Valid,H4,26000.0,Found,1900,29.828059999999997,-96.90861,"(29.82806, -96.90861)",POINT (-96.90861 29.82806),None_Found,Texas,Fayette County,United States,0.0
Cedartown,5304,Valid,"Iron, IIAB",11300.0,Found,1898,34.01667,-85.26666999999999,"(34.01667, -85.26667)",POINT (-85.26667 34.01667),None_Found,Georgia,Polk County,United States,0.0
Cee Vee,5305,Valid,H5,3600.0,Found,1959,34.2,-100.48333000000001,"(34.2, -100.48333)",POINT (-100.48333 34.2),None_Found,Texas,Cottle County,United States,0.0
Cerro los Calvos,5310,Valid,H4-an,68.0,Found,1986,24.33333,-102.13333,"(24.33333, -102.13333)",POINT (-102.13333 24.33333),None_Found,Zacatecas,Mazapil,México,0.0
Chamberlin,5317,Valid,H5,2400.0,Found,1941,36.2,-102.45,"(36.2, -102.45)",POINT (-102.45 36.2),None_Found,Texas,Dallam County,United States,0.0
Chambord,5318,Valid,"Iron, IIIAB",6600.0,Found,1904,48.45,-72.06667,"(48.45, -72.06667)",POINT (-72.06667 48.45),None_Found,Québec,Le Domaine-du-Roy,Canada,0.0
Chandler,53491,Valid,L6,350.4,Found,2009,33.24558,-111.89633,"(33.24558, -111.89633)",POINT (-111.89633 33.24558),None_Found,Arizona,Maricopa County,United States,0.0
Channing,5324,Valid,H5,15300.0,Found,1936,35.71667,-102.28333,"(35.71667, -102.28333)",POINT (-102.28333 35.71667),None_Found,Texas,Hartley County,United States,0.0
Charcas,5326,Valid,"Iron, IIIAB",1400000.0,Found,1804,23.08333,-101.01666999999999,"(23.08333, -101.01667)",POINT (-101.01667 23.08333),None_Found,San Luis Potosí,Charcas,México,0.0
Chesterville,5343,Valid,"Iron, IIAB",16500.0,Found,1849,34.7,-81.2,"(34.7, -81.2)",POINT (-81.2 34.7),None_Found,South Carolina,Chester County,United States,0.0
Chicago Valley,44706,Valid,L5,26.0,Found,2004,36.00217,-116.19633,"(36.00217, -116.19633)",POINT (-116.19633 36.00217),None_Found,California,Inyo County,United States,0.0
Chico,5346,Valid,L6,104800.0,Found,1954,36.5,-104.2,"(36.5, -104.2)",POINT (-104.2 36.5),None_Found,New Mexico,Colfax County,United States,0.0
Chico Hills,5347,Valid,H4,8030.0,Found,1951,36.0,-104.5,"(36.0, -104.5)",POINT (-104.5 36),None_Found,New Mexico,Mora County,United States,0.0
Chico Mountains,5348,Valid,"Iron, IIAB",212.0,Found,1915,29.0,-103.25,"(29.0, -103.25)",POINT (-103.25 29),None_Found,Texas,Brewster County,United States,0.0
Chihuahua City,5350,Valid,"Iron, IC",54000.0,Found,1929,28.66667,-106.11667,"(28.66667, -106.11667)",POINT (-106.11667 28.66667),None_Found,Chihuahua,Municipio de Chihuahua,México,0.0
Chilkoot,5351,Valid,"Iron, IIIAB",43000.0,Found,1881,59.333330000000004,-136.0,"(59.33333, -136.0)",POINT (-136 59.33333),None_Found,Alaska,Haines,United States,0.0
Chocolate Mountains,52013,Valid,Ureilite,699.0,Found,2004,33.01222,-114.86667,"(33.01222, -114.86667)",POINT (-114.86667 33.01222),None_Found,California,,United States,0.0
Chuckwalla,5361,Valid,"Iron, IAB-MG",1802.0,Found,1992,35.25,-118.09066999999999,"(35.25, -118.09067)",POINT (-118.09067 35.25),None_Found,California,Kern County,United States,0.0
Chulafinnee,5362,Valid,"Iron, IIIAB",16220.0,Found,1873,33.5,-85.66667,"(33.5, -85.66667)",POINT (-85.66667 33.5),None_Found,Alabama,Clay County,United States,0.0
Chupaderos,5363,Valid,"Iron, IIIAB",24300000.0,Found,1852,27.0,-105.1,"(27.0, -105.1)",POINT (-105.1 27),None_Found,Chihuahua,López,México,0.0
Cincinnati,5366,Valid,"Iron, IIAB",1500.0,Found,1870,39.11667,-84.5,"(39.11667, -84.5)",POINT (-84.5 39.11667),None_Found,Ohio,Hamilton County,United States,0.0
Circle Back,5367,Valid,L6,2268.0,Found,1977,34.028059999999996,-102.68,"(34.02806, -102.68)",POINT (-102.68 34.02806),None_Found,Texas,Bailey County,United States,0.0
Clarendon (a),5369,Valid,H5,1964.0,Found,1979,34.905,-100.91333,"(34.905, -100.91333)",POINT (-100.91333 34.905),None_Found,Texas,Donley County,United States,0.0
Clarendon (b),5370,Valid,H5,26.8,Found,1981,34.93611,-100.94167,"(34.93611, -100.94167)",POINT (-100.94167 34.93611),None_Found,Texas,Donley County,United States,0.0
Clareton,5371,Valid,L6,1050.0,Found,1931,43.7,-104.7,"(43.7, -104.7)",POINT (-104.7 43.7),None_Found,Wyoming,Weston County,United States,0.0
Clark County,5373,Valid,"Iron, IIIF",11300.0,Found,1937,38.0,-84.16667,"(38.0, -84.16667)",POINT (-84.16667 38),None_Found,Kentucky,Clark County,United States,0.0
Claytonville,5375,Valid,L5,15600.0,Found,1964,34.34667,-101.49,"(34.34667, -101.49)",POINT (-101.49 34.34667),None_Found,Texas,Swisher County,United States,0.0
Claytonville (b),5376,Valid,OC,5136.0,Found,1978,34.34833,-101.65833,"(34.34833, -101.65833)",POINT (-101.65833 34.34833),None_Found,Texas,Swisher County,United States,0.0
Cleburne,5377,Valid,"Iron, IVA",6800.0,Found,1907,32.31667,-97.41667,"(32.31667, -97.41667)",POINT (-97.41667 32.31667),None_Found,Texas,Johnson County,United States,0.0
Cleo Springs,5378,Valid,H4,24000.0,Found,1960,36.43333,-98.43333,"(36.43333, -98.43333)",POINT (-98.43333 36.43333),None_Found,Oklahoma,Major County,United States,0.0
Cleveland,5379,Valid,"Iron, IIIAB",115000.0,Found,1860,34.88333,-84.78333,"(34.88333, -84.78333)",POINT (-84.78333 34.88333),None_Found,Georgia,Murray County,United States,0.0
Clifford,5380,Valid,L6,11360.0,Found,1962,39.1,-103.25833,"(39.1, -103.25833)",POINT (-103.25833 39.1),None_Found,Colorado,Lincoln County,United States,0.0
Clinton,5381,Valid,Iron,7700.0,Found,1950,36.08333,-84.2,"(36.08333, -84.2)",POINT (-84.2 36.08333),None_Found,Tennessee,Anderson County,United States,0.0
Clover Springs,5384,Valid,Mesosiderite-A2,7700.0,Found,1954,34.45,-111.36667,"(34.45, -111.36667)",POINT (-111.36667 34.45),None_Found,Arizona,Coconino County,United States,0.0
Clovis (no. 1),5385,Valid,H3.6,283000.0,Found,1961,34.3,-103.13472,"(34.3, -103.13472)",POINT (-103.13472 34.3),None_Found,New Mexico,Roosevelt County,United States,0.0
Clovis (no. 2),5386,Valid,L6,41300.0,Found,1963,34.3,-103.13333,"(34.3, -103.13333)",POINT (-103.13333 34.3),None_Found,New Mexico,Roosevelt County,United States,0.0
Coahuila,5387,Valid,"Iron, IIAB",2100000.0,Found,1837,28.7,-102.73333000000001,"(28.7, -102.73333)",POINT (-102.73333 28.7),None_Found,Coahuila,Ocampo,México,0.0
Coffeyville,51051,Valid,H5,35900.0,Found,2006,37.01667,-95.66667,"(37.01667, -95.66667)",POINT (-95.66667 37.01667),None_Found,Kansas,Montgomery County,United States,0.0
Colby (Kansas),5394,Valid,H5,2400.0,Found,1940,39.41667,-101.05,"(39.41667, -101.05)",POINT (-101.05 39.41667),None_Found,Kansas,Thomas County,United States,0.0
Cold Bay,5396,Valid,"Pallasite, PES",320.0,Found,1921,55.183330000000005,-162.55,"(55.18333, -162.55)",POINT (-162.55 55.18333),None_Found,Alaska,Aleutians East,United States,0.0
Coldwater (iron),5398,Valid,Iron,18400.0,Found,1923,37.26667,-99.33333,"(37.26667, -99.33333)",POINT (-99.33333 37.26667),None_Found,Kansas,Comanche County,United States,0.0
Coldwater (stone),5399,Valid,H5,16000.0,Found,1924,37.26667,-99.33333,"(37.26667, -99.33333)",POINT (-99.33333 37.26667),None_Found,Kansas,Comanche County,United States,0.0
Cole Creek,5400,Valid,H5,16300.0,Found,1991,41.35,-99.11667,"(41.35, -99.11667)",POINT (-99.11667 41.35),None_Found,Nebraska,Sherman County,United States,0.0
Colfax,5402,Valid,"Iron, IAB-ung",2300.0,Found,1880,35.3,-81.73333000000001,"(35.3, -81.73333)",POINT (-81.73333 35.3),None_Found,North Carolina,Rutherford County,United States,0.0
Colonia Obrera,5405,Valid,"Iron, IIIE",12200.0,Found,1973,24.01667,-104.66667,"(24.01667, -104.66667)",POINT (-104.66667 24.01667),None_Found,Durango,Municipio de Durango,México,0.0
Colony,5407,Valid,CO3.0,3912.0,Found,1975,35.35,-98.68333,"(35.35, -98.68333)",POINT (-98.68333 35.35),None_Found,Oklahoma,Washita County,United States,0.0
Colton,5410,Valid,"Iron, IIIAB",19670.0,Found,1993,46.57056,-117.09861000000001,"(46.57056, -117.09861)",POINT (-117.09861 46.57056),None_Found,Washington,Whitman County,United States,0.0
Columbus,5411,Valid,H5,165.0,Found,1997,31.82967,-107.3945,"(31.82967, -107.3945)",POINT (-107.3945 31.82967),None_Found,New Mexico,Luna County,United States,0.0
Comanche (iron),5414,Valid,"Iron, IAB-sLL",19700.0,Found,1940,32.01667,-98.7,"(32.01667, -98.7)",POINT (-98.7 32.01667),None_Found,Texas,Comanche County,United States,0.0
Comanche (stone),5415,Valid,L5,2400.0,Found,1956,31.991670000000003,-98.65167,"(31.99167, -98.65167)",POINT (-98.65167 31.99167),None_Found,Texas,Comanche County,United States,0.0
Conception Junction,53877,Valid,"Pallasite, PMG-an",17000.0,Found,2006,40.266667,-94.68333299999999,"(40.266667, -94.683333)",POINT (-94.683333 40.266667),None_Found,Missouri,Nodaway County,United States,0.0
Concho,5417,Valid,L6,93500.0,Found,1939,32.0,-101.5,"(32.0, -101.5)",POINT (-101.5 32),None_Found,Texas,Glasscock County,United States,0.0
Cookeville,5431,Valid,"Iron, IAB-ung",2300.0,Found,1913,36.16667,-85.51666999999999,"(36.16667, -85.51667)",POINT (-85.51667 36.16667),None_Found,Tennessee,Putnam County,United States,0.0
Coolidge,5434,Valid,C4-ung,4500.0,Found,1937,38.03333,-101.98333000000001,"(38.03333, -101.98333)",POINT (-101.98333 38.03333),None_Found,Kansas,Hamilton County,United States,0.0
Coon Butte,5436,Valid,L6,2750.0,Found,1905,35.0,-111.0,"(35.0, -111.0)",POINT (-111 35),None_Found,Arizona,Coconino County,United States,0.0
Coopertown,5438,Valid,"Iron, IIIE",16800.0,Found,1860,36.43333,-87.0,"(36.43333, -87.0)",POINT (-87 36.43333),None_Found,Tennessee,Robertson County,United States,0.0
Cope,5440,Valid,H5,12000.0,Found,1934,39.66667,-102.83333,"(39.66667, -102.83333)",POINT (-102.83333 39.66667),None_Found,Colorado,Washington County,United States,0.0
Cope (b),5441,Valid,H5,817.0,Found,1967,39.68333,-102.845,"(39.68333, -102.845)",POINT (-102.845 39.68333),None_Found,Colorado,Washington County,United States,0.0
Cordes,44707,Valid,H4,54.5,Found,1998,34.303329999999995,-112.16617,"(34.30333, -112.16617)",POINT (-112.16617 34.30333),None_Found,Arizona,Yavapai County,United States,0.0
Corn,54859,Valid,H5,5176.0,Found,1994,35.405,-98.74889,"(35.405, -98.74889)",POINT (-98.74889 35.405),None_Found,Oklahoma,Washita County,United States,0.0
Correo,5447,Valid,H4,1400.0,Found,1979,34.95,-107.16667,"(34.95, -107.16667)",POINT (-107.16667 34.95),None_Found,New Mexico,Valencia County,United States,0.0
Cortez,5449,Valid,H6,715.6,Found,1940,37.35,-108.68333,"(37.35, -108.68333)",POINT (-108.68333 37.35),None_Found,Colorado,Montezuma County,United States,0.0
Cosby's Creek,5450,Valid,"Iron, IAB-MG",960000.0,Found,1837,35.78333,-83.25,"(35.78333, -83.25)",POINT (-83.25 35.78333),None_Found,Tennessee,Cocke County,United States,0.0
Costilla Peak,5453,Valid,"Iron, IIIAB",35500.0,Found,1881,36.83333,-105.23333000000001,"(36.83333, -105.23333)",POINT (-105.23333 36.83333),None_Found,New Mexico,Taos County,United States,0.0
Cotesfield,5454,Valid,L6,1160.0,Found,1928,41.36667,-98.63333,"(41.36667, -98.63333)",POINT (-98.63333 41.36667),None_Found,Nebraska,Howard County,United States,0.0
Cotopaxi,30451,Valid,"Iron, IAB-ung",243.0,Found,2000,38.46483,-105.7015,"(38.46483, -105.7015)",POINT (-105.7015 38.46483),None_Found,Colorado,Fremont County,United States,0.0
Cottonwood,5455,Valid,H5,800.0,Found,1955,34.83333,-112.01666999999999,"(34.83333, -112.01667)",POINT (-112.01667 34.83333),None_Found,Arizona,Yavapai County,United States,0.0
Covert,5456,Valid,H5,61000.0,Found,1896,39.2,-98.78333,"(39.2, -98.78333)",POINT (-98.78333 39.2),None_Found,Kansas,Osborne County,United States,0.0
Coyote Dry Lake 001,30452,Valid,H5,338.0,Found,1995,35.05017,-116.76683,"(35.05017, -116.76683)",POINT (-116.76683 35.05017),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 002,30453,Valid,H5-6,106.7,Found,1998,35.04753,-116.73092,"(35.04753, -116.73092)",POINT (-116.73092 35.04753),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 003,30454,Valid,H5,255.72,Found,1998,35.08808,-116.75398,"(35.08808, -116.75398)",POINT (-116.75398 35.08808),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 024,30455,Valid,H5,2430.0,Found,1999,35.0715,-116.77205,"(35.0715, -116.77205)",POINT (-116.77205 35.0715),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 033,30456,Valid,H5,5220.0,Found,1999,35.05605,-116.7763,"(35.05605, -116.7763)",POINT (-116.7763 35.05605),None_Found,California,San Bernardino County,United States,0.0
Coyote Dry Lake 040,30457,Valid,H4,344.0,Found,1999,35.09373,-116.76343,"(35.09373, -116.76343)",POINT (-116.76343 35.09373),None_Found,California,San Bernardino County,United States,0.0
Coyote Dry Lake 054,30458,Valid,H5,392.8,Found,1999,35.07667,-116.74667,"(35.07667, -116.74667)",POINT (-116.74667 35.07667),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 061,30459,Valid,H5,2134.0,Found,1999,35.05242,-116.7667,"(35.05242, -116.7667)",POINT (-116.7667 35.05242),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 063,30460,Valid,H4,67.61,Found,1999,35.05878,-116.773,"(35.05878, -116.773)",POINT (-116.773 35.05878),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,1999,35.058170000000004,-116.7743,"(35.05817, -116.7743)",POINT (-116.7743 35.05817),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 067,30462,Valid,L6,412.05,Found,1999,35.03815,-116.7531,"(35.03815, -116.7531)",POINT (-116.7531 35.03815),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 080,30463,Valid,H5,278.1,Found,1999,35.074020000000004,-116.76116999999999,"(35.07402, -116.76117)",POINT (-116.76117 35.07402),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 105,30464,Valid,H5,61.5,Found,1999,35.05073,-116.76698,"(35.05073, -116.76698)",POINT (-116.76698 35.05073),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 110,30465,Valid,H4,68.02,Found,1999,35.04625,-116.73546999999999,"(35.04625, -116.73547)",POINT (-116.73547 35.04625),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 115,30466,Valid,H5-6,1369.0,Found,1999,35.05865,-116.76872,"(35.05865, -116.76872)",POINT (-116.76872 35.05865),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 116,30467,Valid,H6,4.4,Found,1999,35.05847,-116.76899999999999,"(35.05847, -116.769)",POINT (-116.769 35.05847),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 117,30468,Valid,H3,162.0,Found,1999,35.0501,-116.74443000000001,"(35.0501, -116.74443)",POINT (-116.74443 35.0501),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 119,30469,Valid,H5,3.2,Found,1999,35.03815,-116.7531,"(35.03815, -116.7531)",POINT (-116.7531 35.03815),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 120,30470,Valid,H5,18.5,Found,1999,35.05893,-116.76872,"(35.05893, -116.76872)",POINT (-116.76872 35.05893),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 121,30471,Valid,H4,14.2,Found,1999,35.059470000000005,-116.7685,"(35.05947, -116.7685)",POINT (-116.7685 35.05947),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 129,30472,Valid,H5,140.0,Found,2000,35.06917,-116.7502,"(35.06917, -116.7502)",POINT (-116.7502 35.06917),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 130,30473,Valid,H4,6.1,Found,2000,35.06785,-116.7494,"(35.06785, -116.7494)",POINT (-116.7494 35.06785),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 132,30474,Valid,H4,17.4,Found,2000,35.07028,-116.74847,"(35.07028, -116.74847)",POINT (-116.74847 35.07028),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 134,30475,Valid,H5,117.5,Found,2000,35.0925,-116.76083,"(35.0925, -116.76083)",POINT (-116.76083 35.0925),None_Found,California,San Bernardino County,United States,0.0
Coyote Dry Lake 138,30476,Valid,H5,18.3,Found,2000,35.05283,-116.76645,"(35.05283, -116.76645)",POINT (-116.76645 35.05283),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 139,30477,Valid,H4,10.4,Found,2000,35.05283,-116.76538000000001,"(35.05283, -116.76538)",POINT (-116.76538 35.05283),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 142,30478,Valid,H4,32.22,Found,2000,35.06725,-116.74853,"(35.06725, -116.74853)",POINT (-116.74853 35.06725),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 151,30479,Valid,H6,90.04,Found,2001,35.056020000000004,-116.72368,"(35.05602, -116.72368)",POINT (-116.72368 35.05602),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 152,30480,Valid,H5,10.84,Found,2001,35.05607,-116.72365,"(35.05607, -116.72365)",POINT (-116.72365 35.05607),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 153,30481,Valid,H5,13.87,Found,2001,35.07362,-116.76371999999999,"(35.07362, -116.76372)",POINT (-116.76372 35.07362),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 155,30482,Valid,H4,17.02,Found,2001,35.06847,-116.76905,"(35.06847, -116.76905)",POINT (-116.76905 35.06847),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 159,30483,Valid,H5,17.7,Found,2001,35.05865,-116.76872,"(35.05865, -116.76872)",POINT (-116.76872 35.05865),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 160,30484,Valid,H5,76.88,Found,2002,35.06152,-116.76295,"(35.06152, -116.76295)",POINT (-116.76295 35.06152),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 162,30485,Valid,H5,9.87,Found,2002,35.07802,-116.76777,"(35.07802, -116.76777)",POINT (-116.76777 35.07802),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 163,30486,Valid,H5,16.66,Found,2002,35.07,-116.77,"(35.07, -116.77)",POINT (-116.77 35.07),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 164,30487,Valid,H5,43.0,Found,2002,35.05835,-116.77403000000001,"(35.05835, -116.77403)",POINT (-116.77403 35.05835),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 165,30488,Valid,L6,42.57,Found,2002,35.06888,-116.76196999999999,"(35.06888, -116.76197)",POINT (-116.76197 35.06888),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 175,30489,Valid,H6,36.35,Found,2002,35.05475,-116.75431999999999,"(35.05475, -116.75432)",POINT (-116.75432 35.05475),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 176,30490,Valid,H6,187.55,Found,2003,35.054520000000004,-116.73005,"(35.05452, -116.73005)",POINT (-116.73005 35.05452),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 194,30491,Valid,L6,1.47,Found,2004,35.08838,-116.75283,"(35.08838, -116.75283)",POINT (-116.75283 35.08838),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 221,30492,Valid,H4,54.31,Found,2003,35.05717,-116.7205,"(35.05717, -116.7205)",POINT (-116.7205 35.05717),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 222,30493,Valid,L5,22.5,Found,2004,35.040079999999996,-116.75553000000001,"(35.04008, -116.75553)",POINT (-116.75553 35.04008),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 223,30494,Valid,L6,512.0,Found,2004,35.03842,-116.75818000000001,"(35.03842, -116.75818)",POINT (-116.75818 35.03842),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 230,30495,Valid,H6,16.36,Found,2004,35.08958,-116.75007,"(35.08958, -116.75007)",POINT (-116.75007 35.08958),None_Found,California,San Bernardino County,United States,0.0
Coyote Dry Lake 235,30496,Valid,LL6,81.4,Found,2004,35.05628,-116.73376999999999,"(35.05628, -116.73377)",POINT (-116.73377 35.05628),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 249,30497,Valid,H4,71.8,Found,2004,35.087579999999996,-116.74603,"(35.08758, -116.74603)",POINT (-116.74603 35.08758),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 274,45960,Valid,H4,7.5,Found,2006,35.059020000000004,-116.76892,"(35.05902, -116.76892)",POINT (-116.76892 35.05902),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 275,45961,Valid,H4,16.2,Found,2006,35.05122,-116.76742,"(35.05122, -116.76742)",POINT (-116.76742 35.05122),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 276,45962,Valid,H6,47.2,Found,2006,35.07118,-116.77162,"(35.07118, -116.77162)",POINT (-116.77162 35.07118),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 277,45963,Valid,H5,21.3,Found,2006,35.0742,-116.7637,"(35.0742, -116.7637)",POINT (-116.7637 35.0742),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Dry Lake 318,52804,Valid,H5,7.2,Found,2009,35.0751,-116.75038,"(35.0751, -116.75038)",POINT (-116.75038 35.0751),None_Found,California,CAL Fire San Bernardino Unit,United States,0.0
Coyote Mountains,5459,Valid,H5,23.04,Found,1998,31.91667,-111.5,"(31.91667, -111.5)",POINT (-111.5 31.91667),None_Found,Arizona,Pima County,United States,0.0
Coyote Spring,44708,Valid,H5,240.0,Found,2005,36.99367,-114.99367,"(36.99367, -114.99367)",POINT (-114.99367 36.99367),None_Found,Nevada,Lincoln County,United States,0.0
Crab Orchard,5461,Valid,Mesosiderite-A1,48500.0,Found,1887,35.83333,-84.91667,"(35.83333, -84.91667)",POINT (-84.91667 35.83333),None_Found,Tennessee,Cumberland County,United States,0.0
Cranberry Plains,5462,Valid,"Iron, IVA",90.0,Found,1852,37.23333,-80.73333000000001,"(37.23333, -80.73333)",POINT (-80.73333 37.23333),None_Found,Virginia,Giles County,United States,0.0
Cranfills Gap,5464,Valid,H6,6000.0,Found,1940,31.75,-97.75,"(31.75, -97.75)",POINT (-97.75 31.75),None_Found,Texas,Bosque County,United States,0.0
Cricket Mountains,5472,Valid,H6,10.6,Found,1985,38.903059999999996,-112.82111,"(38.90306, -112.82111)",POINT (-112.82111 38.90306),None_Found,Utah,Millard County,United States,0.0
Crow Peak,44709,Valid,"Iron, IIAB",6320.0,Found,1958,44.47733,-103.97200000000001,"(44.47733, -103.972)",POINT (-103.972 44.47733),None_Found,South Dakota,Lawrence County,United States,0.0
Cruz del Aire,5478,Valid,"Iron, ungrouped",23000.0,Found,1911,26.5,-100.0,"(26.5, -100.0)",POINT (-100 26.5),None_Found,Nuevo León,Vallecillo,México,0.0
Cuba,5479,Valid,"Iron, IAB?",1500.0,Found,1871,22.0,-80.0,"(22.0, -80.0)",POINT (-80 22),None_Found,Villa Clara,,Cuba,0.0
Cuddeback Dry Lake 001,5480,Valid,L6,32.5,Found,1999,35.29575,-117.4668,"(35.29575, -117.4668)",POINT (-117.4668 35.29575),None_Found,California,,United States,0.0
